source,caption,timestamp,likes,comments,shares,saves,plays,accounts_reached,word_count,hashtag_count,is_long_caption,is_trial_reel,content_type,hour,weekday,month,is_duplicate_caption,likes_per_view,comments_per_view,shares_per_view,saves_per_view
reel,"Here is my 5-month transformation from Jan to June with lots of proof lol. 

Jan 1 2025 - 148.8 lbs / 67.5 kg
Feb 1 2025 - 146.8 lbs / 66.6 kg
March 1 2025 - 143 lbs / 64.9 kg
April 1 2025 -  138.7 lbs / 62.9 kg
May 1 2025 - 136.2 lbs / 61.8 kg
June 1 2025 - 132.7 lbs / 60.2 kg

Total weight lost: 16.1 lbs / 7.3 kg in 5 months

This is what I did:
1. Strength training: 3-5x a week
2. Cardio: 10k steps everyday + 15-25 min of treadmill/stairmaster after each workout 
3. Calorie Deficit: Cut 300-500 calories off my regular daily calorie intake (inc/dec depending on goals) 
4. Balanced nutrition: Following 80/20 rule (80% healthy foods)
5. High protein: Ate 100g+ of protein per day 
6. Hydration: Drinking 2-3 litres per day 
.
.
.
.
.
.
@gymshark @gymsharkwomen #gymshark #gymmotivation #gymsharkwoman #gym #girlswholift",2025-06-15 10:47:29-07:00,12632,58,7091,2990,456204,465957,157,5,True,True,transformation,10,Sunday,June,True,0.027689367037553377,0.00012713610577724002,0.015543484932179464,0.006554085452999097
reel,"Told him I like working out and he hit me with ""like pilates?""

Sir… I'm literally training to pick your whole attitude up and throw it across the room. This is what I meant 💪😂
.
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #gymsharkwoman",2025-06-14 23:02:46-07:00,688,19,224,155,35441,35860,48,7,False,False,other,23,Saturday,June,False,0.019412544792754154,0.0005361022544510595,0.006320363420896702,0.004373465759995486
reel,"Here is my 5-month transformation from Jan to June with lots of proof lol. 

Jan 1 2025 - 148.8 lbs / 67.5 kg
Feb 1 2025 - 146.8 lbs / 66.6 kg
March 1 2025 - 143 lbs / 64.9 kg
April 1 2025 -  138.7 lbs / 62.9 kg
May 1 2025 - 136.2 lbs / 61.8 kg
June 1 2025 - 132.7 lbs / 60.2 kg

Total weight lost: 16.1 lbs / 7.3 kg in 5 months

This is what I did:
1. Strength training: 3-5x a week
2. Cardio: 10k steps everyday + 15-25 min of treadmill/stairmaster after each workout 
3. Calorie Deficit: Cut 300-500 calories off my regular daily calorie intake (inc/dec depending on goals) 
4. Balanced nutrition: Following 80/20 rule (80% healthy foods)
5. High protein: Ate 100g+ of protein per day 
6. Hydration: Drinking 2-3 litres per day 
.
.
.
.
.
.
@gymshark @gymsharkwomen #gymshark #gymmotivation #gymsharkwoman #gym #girlswholift",2025-06-13 22:48:44-07:00,1088,40,586,625,37100,34510,157,5,True,False,transformation,22,Friday,June,True,0.029326145552560648,0.001078167115902965,0.01579514824797844,0.016846361185983826
reel,"Come with me to do back + biceps
1. Lat pull downs - 3 sets x 10, 8, 6
2. Seated cable rows - 3 sets x 10, 8, 6
3. T bar rows - 3 sets x 10, 8, 6
4. Bicep curls - 3 sets x 10, 8, 6
5. Cardio - Treadmill (6 incline 2.5 mph - 15 minutes) 

(My form isn't perfect but I'm putting in the effort to make sure it is one day!)

Wearing the new @gymshark @gymsharkwomen energized seamless leggings 
.
.
.
.
.
.
#gymshark #gymmotivation #gymsharkwoman #gym #girlswholift",2025-06-13 00:32:06-07:00,1156,23,590,600,52485,47807,98,5,True,False,workout,0,Friday,June,False,0.022025340573497188,0.0004382204439363628,0.011241307040106696,0.011431837667905115
reel,"Fun Fact: During an interview, one of the interviewers actually laughed at me because I said I lift weights. My face was like 🤨. He only saw my shoulders and above so that's probably why 🤣
.
.
.
.
.
@gymshark @gymsharkwomen 
#gym #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation #girlpower",2025-06-11 22:56:28-07:00,2036,29,1655,777,101723,102420,49,7,False,False,other,22,Wednesday,June,False,0.020015139152404077,0.0002850879348819834,0.016269673525161468,0.007638390531148315
reel,"I've been getting a lot of questions about my diet so here's some of the meals I ate during my weightloss journey and still to this day. 

Lost fat by:
✅ Eating in a calorie deficit 
✅ Hitting 100g+ protein daily (I'm ~130lbs)
✅ 20–30g protein per meal
✅ Chicken, yogurt, veggies, spinach, potatoes, kimchi 🥗🫶

The key is to find love in the foods that love you back!
.
.
.
.
.
#weighlossjourney #gymmotivation #girlswholift #womenwholift #gymlife #weightlosstransformation",2025-06-10 23:05:40-07:00,416,10,73,140,23159,21901,75,6,True,False,recipe,23,Tuesday,June,False,0.017962779049181744,0.0004317975732976381,0.0031521222850727578,0.006045166026166933
reel,"In reality nobody really sees the hard work we put into our bodies and health. 
.
.
.
.
@gymshark @gymsharkwomen #gym #gymmotivation #girlswholift #womenwholift",2025-06-09 22:00:58-07:00,569,14,194,236,32351,31961,25,4,False,False,other,22,Monday,June,False,0.017588328026954345,0.00043275323792154805,0.005996723439770022,0.007294983153534666
reel,"Come with me to do upper body (shoulders, triceps and chest focus)

1. Shoulder Press - 3 sets x 10, 8, 6
2. Lateral raises - 3 sets x 10, 8, 6
3. Face pulls  - 3 sets of 10, 8, 6
4. Tricep Pushdown - 3 sets of 10, 8, 6
5. Pec Flies - 3 sets of 10, 8, 6
6. Cardio - Treadmill (15 minutes) 

Wearing the new @gymshark @gymsharkwomen energized seamless leggings 
.
.
.
.
.
.
#gymshark #gymmotivation #gymsharkwoman #gym #girlswholift",2025-06-08 22:35:01-07:00,3921,48,2739,1908,196917,189553,87,5,True,False,workout,22,Sunday,June,True,0.01991194259510352,0.00024375752220478678,0.013909413610810646,0.009689361507640274
reel,"What happens when you decide you deserve better ❤️
.
.
.
.
.
#looksmaxing #weightlossmotivation #gym #gymmotivation #girlswholift #womenwholift",2025-06-08 21:03:16-07:00,9049,59,13467,2192,314051,307336,19,6,False,True,other,21,Sunday,June,True,0.02881379139057032,0.00018786757564854116,0.04288157019082888,0.006979758064772919
reel,"Keep going! Hard work will pay off in the end! 

What I did:
1. Strength training: 3-5x a week
2. Cardio: 10k steps everyday + 15-25 min of treadmill/stairmaster after each workout 
3. Calorie Deficit: Cut 500 calories off my regular daily calorie intake (can inc/dec depending on goals)
4. Balanced nutrition: Following 80/20 rule (80% healthy foods)
5. Hydration: Drinking 2-3 litres per day 
.
.
.
.
.
.
.
#gym #gymmotivation #dyfne #gymlife #girlswholift #weightlosstransformation #womenwholift #girlpower",2025-06-08 21:01:10-07:00,450,7,400,165,23943,23678,80,8,True,True,transformation,21,Sunday,June,True,0.018794637263500814,0.0002923610240989016,0.016706344234222945,0.0068913669966169655
reel,"My form has gotten a lot better the past couple of months but still can be better 🙏😫 and most of my cellulite is gone 🫡
.
.
.
.
.
#gym #gymmotivation #girlswholift #gymlife #weightlosstransformation #womenwholift #girlpower",2025-06-06 21:08:48-07:00,431,9,119,132,25400,26208,36,7,False,False,other,21,Friday,June,False,0.016968503937007873,0.00035433070866141734,0.0046850393700787404,0.0051968503937007875
reel,"I was about 68 kg in Jan and now I'm 59 which is such an incredible difference. Proof that staying consistent will work out! 

This is what I did:
1. Strength training: 3-5x a week
2. Cardio: 10k steps everyday + 15-25 min of treadmill/stairmaster after each workout 
3. Calorie Deficit: Cut 500 calories off my regular daily calorie intake (inc/dec depending on goals) 
4. Balanced nutrition: Following 80/20 rule (80% healthy foods)
5. Hydration: Drinking 2-3 litres per day

#gym #gymmotivation #girlswholift #weightlosstransformation #womenwholift #girlpower #weightlossmotivation",2025-06-05 19:38:37-07:00,11726,23,612,1009,382094,380417,87,7,True,False,transformation,19,Thursday,June,False,0.03068878338838087,6.0194611797097046e-05,0.0016017001052097129,0.002640711447968301
reel,"I always hear people say ""I would die for them"" but it's never ""I will exercise for them"", ""I will eat better for them"", "" I will love myself for them.""",2025-06-04 21:11:48-07:00,416,11,78,84,16514,15989,31,0,False,False,other,21,Wednesday,June,False,0.02519074724476202,0.0006661014896451496,0.004723265108392879,0.005086593193653869
reel,"When people ask me ""How did you lose so much weight? How did you build such a nice physique?"" Proper nutrition is key to everything! 
.
.
.
.
.
#gym #gymmotivation #girlswholift #gymlife #weightlosstransformation #womenwholift",2025-06-02 22:09:58-07:00,410,10,85,69,16999,16756,36,6,False,False,other,22,Monday,June,False,0.02411906582740161,0.0005882698982293077,0.005000294134949115,0.004059062297782222
reel,"What happens when you decide you deserve better ❤️
.
.
.
.
.
#looksmaxing #weightlossmotivation #gym #gymmotivation #girlswholift #womenwholift",2025-06-01 22:37:23-07:00,9822,71,11714,2505,286122,279282,19,6,False,False,other,22,Sunday,June,True,0.03432801392413026,0.00024814589580668384,0.04094057779548584,0.008755006605573845
reel,"Workout details:
1. Leg extension - 3 sets x 10, 8, 6 reps
2. Hack Squats - 4 sets x 10, 8, 6, 4 reps
3. Single leg press - 3 sets x 8, 6, 4 reps (each leg)
4. Pendulum squats - 4 sets x 10, 8, 6, 4 reps
5. Treadmill - 6 incline x 2.5 mph (15 minutes)

I'm focusing on building strength right now, so that's why the reps are lower and the weights are heavier. 

Save this for your next leg day 🩷
.
.
.
.
.
#gym #gymmotivation #gymlife #girlswholift #weightlosstransformation #quad #womenwholift",2025-05-30 21:43:41-07:00,356,8,66,116,16699,16355,99,7,True,False,workout,21,Friday,May,False,0.021318641834840408,0.00047907060303012156,0.003952332474998503,0.0069465237439367625
reel,"Everyone thinks I'm going to end up like @cbum when I say I lift 
.
.
.
#gym #gymmotivation #gymlife #girlswholift #weightlosstransformation #womenwholift",2025-05-29 22:09:00-07:00,309,4,37,62,19743,19299,23,6,False,False,other,22,Thursday,May,False,0.01565111685154232,0.00020260345438889734,0.0018740819530973004,0.0031403535430279085
reel,Baby Jevan is cute lol,2025-05-28 22:49:48-07:00,22,1,1,1,1367,1364,5,0,False,True,other,22,Wednesday,May,False,0.016093635698610095,0.000731528895391368,0.000731528895391368,0.000731528895391368
reel,"I remember how discouraged I felt when I only lost 1kg/2lbs my first month but remember to keep going and I promise you will see results!! 

This is what I did:
1. Strength training: 3-5x a week
2. Cardio: 10k steps everyday + 15-25 min of treadmill/stairmaster after each workout 
3. Calorie Deficit: Cut 500 calories off my regular daily calorie intake (inc/dec depending on goals) 
4. Balanced nutrition: Following 80/20 rule (80% healthy foods)
5. Hydration: Drinking 2-3 litres per day
.
.
.
.
#gym #gymmotivation #dyfne #gymlife #girlswholift #weightlosstransformation #womenwholift #womenwholift",2025-05-28 20:22:42-07:00,6277,54,7272,3292,344535,330165,94,8,True,False,transformation,20,Wednesday,May,True,0.01821875861668626,0.0001567329879402673,0.021106709042622664,0.009554907338877037
reel,"""90% of life is confidence, and the thing about confidence is that no one knows if it's real or not"" - this is one of my favourite quotes from @euphoria 
.
.
.
.
#gym #contentcreatorlife #gymmotivation #dyfne #gymlife #girlswholift #weightlosstransformation #1month",2025-05-28 08:38:27-07:00,9,0,3,3,1222,1222,42,8,False,True,other,8,Wednesday,May,True,0.007364975450081833,0.0,0.0024549918166939444,0.0024549918166939444
reel,"""90% of life is confidence, and the thing about confidence is that no one knows if it's real or not"" - this is one of my favourite quotes from @euphoria 
.
.
.
.
#gym #contentcreatorlife #gymmotivation #dyfne #gymlife #girlswholift #weightlosstransformation #1month",2025-05-27 20:54:01-07:00,245,6,17,37,17133,16949,42,8,False,False,other,20,Tuesday,May,True,0.014299889102900835,0.0003502013657853266,0.0009922372030584253,0.0021595750890095137
reel,"Keep going! Hard work will pay off in the end! 

What I did:
1. Strength training: 3-5x a week
2. Cardio: 10k steps everyday + 15-25 min of treadmill/stairmaster after each workout 
3. Calorie Deficit: Cut 500 calories off my regular daily calorie intake (can inc/dec depending on goals)
4. Balanced nutrition: Following 80/20 rule (80% healthy foods)
5. Hydration: Drinking 2-3 litres per day 
.
.
.
.
.
.
.
#gym #gymmotivation #dyfne #gymlife #girlswholift #weightlosstransformation #womenwholift #girlpower",2025-05-26 21:31:25-07:00,7536,82,1603,2927,144992,134906,80,8,True,False,transformation,21,Monday,May,True,0.05197528139483558,0.0005655484440520856,0.011055782387993821,0.02018732067976164
reel,"The ""almost crying"" and double chin isn't seducing anyone 😂😂😂 credit: @johnnavictoriaa 

.
.
.
.
#gym #gymmotivation #dyfne #womenwholift #girlswholift #weightlosstransformation #gymlife #girls",2025-05-25 22:30:54-07:00,460,6,188,238,20102,18668,23,8,False,False,other,22,Sunday,May,False,0.02288329519450801,0.0002984777634066262,0.00935230325340762,0.01183961794846284
reel,"Love gym makeup 💄 

Wearing 
@cerave facial moisturizer lotion SPF 30
@elfcosmetics power grip primer + 4% niacinamide 
Instant lift brow pencil - deep brown
@toofaced Cloud crush blush - watermelon rain
@maybelline r eraser - 121 
Sky High mascara - true brown 
@sephora rouge gel lip liner 
@hudabeauty loose baking and setting powder - peach pie 
Liquid matte - Muse 
 @charlottetilbury air brush setting spray",2025-05-22 21:56:02-07:00,190,5,23,31,13866,13704,65,0,True,False,other,21,Thursday,May,False,0.01370258185489687,0.0003605942593393913,0.0016587335929612,0.002235684407904226
reel,Restaurant was amazing! #vancouver #foodreview #dumplings,2025-05-18 15:00:14-07:00,87,2,4,22,10093,9899,6,3,False,False,other,15,Sunday,May,False,0.008619835529574953,0.00019815713861091845,0.0003963142772218369,0.002179728524720103
reel,"Had such a great night 🥹🥹 

Wearing 
@cerave facial moisturizer lotion SPF 30
@elfcosmetics power grip primer + 4% niacinamide 
Instant lift brow pencil - deep brown
@toofaced foundation born this way - warm nude 
Longwear matte bronzer - chocolate soeid 
Cloud crush blush - watermelon rain
@maybelline corrector eraser - 121 
Sky High mascara - true brown 
@sephora rouge gel lip liner 
@hudabeauty loose baking and setting powder - peach pie 
Liquid matte - Muse 
@rarebeauty - liquid blush - Hope
 @charlottetilbury air brush setting spray",2025-05-17 11:09:45-07:00,182,5,11,23,11402,11263,86,0,True,False,other,11,Saturday,May,False,0.015962111910191194,0.00043851955797228557,0.0009647430275390282,0.0020171899666725137
reel,Different environments spot different versions of you (17 vs 22),2025-05-15 16:00:18-07:00,116,5,6,14,11298,11862,10,0,False,False,other,16,Thursday,May,False,0.010267303947601345,0.00044255620463798905,0.0005310674455655868,0.0012391573729863693
reel,Absolutely incredible 4 month transformation on one of my clients (me) #weightlosstransformation #womenwholift #girlswholift #dyfne,2025-05-13 13:54:43-07:00,494,15,300,474,28209,26293,15,4,False,False,transformation,13,Tuesday,May,False,0.01751214151511929,0.0005317451877060512,0.010634903754121025,0.01680314793151122
reel,Sometimes the scale doesn't always define progress #weightlosstranformation #girlssupportinggirls #girlswholift #health #dyfne,2025-05-11 14:41:12-07:00,184,5,70,96,20020,18662,12,5,False,False,other,14,Sunday,May,False,0.00919080919080919,0.00024975024975024975,0.0034965034965034965,0.004795204795204795
reel,No pain no gains #gym,2025-05-09 09:52:13-07:00,190,4,36,66,14963,14353,5,1,False,False,other,9,Friday,May,False,0.012697988371315912,0.00026732607097507187,0.0024059346387756467,0.004410880171088686
reel,All black 🖤#gym #gymmotivation #gymlife #gymtime,2025-05-08 11:45:40-07:00,97,7,19,42,10045,9305,6,4,False,False,other,11,Thursday,May,False,0.009656545545047288,0.0006968641114982578,0.0018914883026381285,0.004181184668989547
reel,Love this outfit 🥴😫,2025-05-07 08:29:57-07:00,155,2,34,51,10732,9667,3,0,False,False,other,8,Wednesday,May,False,0.01444278792396571,0.00018635855385762206,0.003168095415579575,0.004752143123369363
reel,I lost so much weight in 2 months (Feb 17 2025 vs April 25 2025) #weightloss #weightlosstransformation,2025-05-06 11:37:58-07:00,6178,45,5345,3375,276855,268221,17,2,False,False,other,11,Tuesday,May,False,0.022314930198118147,0.000162539957739611,0.019306134980404906,0.012190496830470824
reel,Still need to build them triceps 😔 #gym #gymtime,2025-05-06 11:17:15-07:00,171,3,38,94,8628,8967,8,2,False,False,other,11,Tuesday,May,False,0.019819193324061197,0.0003477051460361613,0.00440426518312471,0.010894761242466388
reel,glutes + hammies 🙌 #gym #gymmotivation,2025-05-03 16:13:56-07:00,165,2,60,84,9492,9644,5,2,False,False,workout,16,Saturday,May,False,0.01738305941845765,0.00021070375052675939,0.006321112515802781,0.008849557522123894
reel,Don't let people undervalue your achievements🏆 #gymtok #gymmotivation,2025-05-02 16:09:04-07:00,151,1,26,69,8451,8482,8,2,False,False,other,16,Friday,May,False,0.017867707963554608,0.00011832919181161993,0.003076558987102118,0.008164714235001775
reel,It's giving ⌛️ #gymmotivation #gym,2025-05-01 16:39:23-07:00,75,1,5,14,5649,5546,4,2,False,False,other,16,Thursday,May,False,0.013276686139139671,0.0001770224818551956,0.0008851124092759781,0.0024783147459727386
reel,Can you guess which exercise is my fav? #gym #gymmotivation,2025-04-30 17:55:16-07:00,171,6,35,87,8001,8612,10,2,False,False,other,17,Wednesday,April,False,0.021372328458942633,0.0007499062617172854,0.004374453193350831,0.010873640794900637
reel,I guess that makes me bulky then #gym #gymlife,2025-04-28 17:31:48-07:00,130,2,23,58,7400,8393,9,2,False,False,other,17,Monday,April,False,0.01756756756756757,0.0002702702702702703,0.003108108108108108,0.007837837837837838
reel,Legs were BURNING 🥵 #gym #quads,2025-04-27 14:41:56-07:00,156,5,105,106,7372,7766,5,2,False,False,other,14,Sunday,April,False,0.021161150298426478,0.0006782419967444384,0.014243081931633208,0.014378730330982095
reel,When you choose yourself everything else will choose you too ✨✨,2025-04-25 20:41:56-07:00,105,3,22,47,6942,7802,10,0,False,False,other,20,Friday,April,False,0.01512532411408816,0.000432152117545376,0.0031691155286660906,0.0067703831748775565
reel,Meals to build up metabolism and protein intake!,2025-04-21 12:53:34-07:00,86,4,15,45,5014,5956,8,0,False,False,recipe,12,Monday,April,False,0.017151974471479856,0.0007977662544874351,0.002991623454327882,0.008974870362983646
reel,My back day ✨✨,2025-04-19 18:17:34-07:00,112,3,17,37,6783,7352,3,0,False,False,other,18,Saturday,April,False,0.016511867905056758,0.0004422821760283061,0.002506265664160401,0.005454813504349108
reel,I loveeee back day,2025-04-18 13:49:58-07:00,86,4,5,21,5202,5574,4,0,False,False,other,13,Friday,April,False,0.01653210303729335,0.0007689350249903883,0.0009611687812379854,0.004036908881199538
reel,Leg day at my new gym #legs,2025-04-17 08:28:01-07:00,102,5,42,56,5662,5682,7,1,False,False,workout,8,Thursday,April,False,0.018014835747085834,0.0008830801836806782,0.007417873542917697,0.009890498057223597
